Title,Artist,Album,Track,Genre,Year,Length,Filename,rms_perc_mean,rms_harm_mean,spectral_contrast_0,spectral_contrast_5,mfcc_2,mfcc_3,mfcc_4,Tempo
Piano in the Dark,Brenda Russell ,Ultimate Soul Collection Soul 100 Hits CD3,6,Soul,2008,258.0,Brenda Russell  - 06 - Piano in the Dark.mp3,0.032153167598182465,0.08761060495271539,22.059472055392728,18.461895545699928,-24.948105,36.458035,-1.4265603,99.38401442307692
Circus,Britney Spears,Unknown,006,Pop,2009,193.0,Britney Spears - 06 - Circus.mp3,0.04165736366719953,0.0920310909357614,15.81342795187371,17.14892680877081,-24.948105,36.458035,-1.4265603,114.84375
Womanizer,Britney Spears,Unknown,009,Pop,2009,222.0,Britney Spears - 09 - Womanizer.mp3,0.04523574908673768,0.0939461760076621,15.442787363429629,16.789144867024785,-24.948105,36.458035,-1.4265603,139.6748310810811
If U Seek Amy ,Britney Spears,Unknown,68,Pop,Unknown,216.0,Britney Spears - 68 - If U Seek Amy .mp3,0.029416670998768303,0.13173977173013254,14.88411104297981,18.633233797895926,-24.948105,36.458035,-1.4265603,129.19921875
"Brass Jehovah (feat. Skyzoo, Termanology & Brizz Rawstein)",Bronze Nazaret,The Academy 3,11/34,Hip Hop,2021,277.0,"Bronze Nazaret - 11 - Brass Jehovah (feat. Skyzoo, Termanology & Brizz Rawstein).mp3",0.06031855958030884,0.12484375790743131,12.04766366306181,20.61160586997864,-24.948105,36.458035,-1.4265603,123.046875
24K Magic,Bruno Mars,100 Greatest Modern Pop Songs,19,Soul,2020,226.0,Bruno Mars - 19 - 24K Magic.mp3,0.06631513535726868,0.11580375221554595,16.050519728914075,16.94250440170729,-24.948105,36.458035,-1.4265603,107.666015625
Autumn in New York,Bud Powell,"(1953) Amazing Bud Powell, Vol. 2 (and Roost)",01,Jazz Piano,1953,171.0,Bud Powell - 01 - Autumn in New York.mp3,0.018435558315554598,0.06905908291650095,19.96221257224673,16.84867991126887,-24.948105,36.458035,-1.4265603,151.99908088235293
Reets and I,Bud Powell,"(1953) Amazing Bud Powell, Vol. 2 (and Roost)",02,Jazz Piano,1953,198.0,Bud Powell - 02 - Reets and I.mp3,0.0168576981836512,0.0565896482724797,19.71263802057329,16.960649604303537,-24.948105,36.458035,-1.4265603,86.1328125
Over The Rainbow,Bud Powell,(1956-57) The Complete RCA Trio Sessions,03,Jazz Piano,1956,203.0,Bud Powell - 03 - Over The Rainbow.mp3,0.0126296952549354,0.047872057276352124,22.15592589211466,20.446387730796523,-24.948105,36.458035,-1.4265603,120.18531976744185
Sure Thing,Bud Powell,"(1953) Amazing Bud Powell, Vol. 2 (and Roost)",03,Jazz Piano,1953,160.0,Bud Powell - 03 - Sure Thing.mp3,0.017756672734363276,0.060638093619791375,19.799687028339992,15.918455784275412,-24.948105,36.458035,-1.4265603,93.96306818181819
Blues For Bessie,Bud Powell,(1956-57) The Complete RCA Trio Sessions,04,Jazz Piano,1956,342.0,Bud Powell - 04 - Blues For Bessie.mp3,0.005803732376561047,0.03937580716770232,21.86751696633729,18.778746380947474,-24.948105,36.458035,-1.4265603,74.89809782608695
Time Was,Bud Powell,(1956-57) The Complete RCA Trio Sessions,05,Jazz Piano,1956,191.0,Bud Powell - 05 - Time Was.mp3,0.011578129694543785,0.057645561311571336,21.53045189291632,20.95088452660509,-24.948105,36.458035,-1.4265603,129.19921875
Mozart - Quartet - d-moll K.421 - 2. Andante,Budapest SQ,Mozart - Quartet - d-moll K.421 (Budapest),02,Classical,1953,378.0,Budapest SQ - 02 - Mozart - Quartet - d-moll K.421 - 2. Andante.mp3,0.002285395483429634,0.02677630969865275,13.896269242360617,21.661143949429928,-24.948105,36.458035,-1.4265603,191.40625
Mozart - Quartet - d-moll K.421 - 3. Menuetto. Allegretto -- Trio.,Budapest SQ,Mozart - Quartet - d-moll K.421 (Budapest),03,Classical,1953,242.0,Budapest SQ - 03 - Mozart - Quartet - d-moll K.421 - 3. Menuetto. Allegretto -- Trio..mp3,0.004525384212367042,0.04688418765312665,13.736190764085217,24.94930261316157,-24.948105,36.458035,-1.4265603,135.99917763157896
Mozart - Quartet - d-moll K.421 - 4. Allegretto ma non troppo,Budapest SQ,Mozart - Quartet - d-moll K.421 (Budapest),04,Classical,1953,425.0,Budapest SQ - 04 - Mozart - Quartet - d-moll K.421 - 4. Allegretto ma non troppo.mp3,0.002561197373177315,0.022439819532266567,13.458914356775912,24.85832143011204,-24.948105,36.458035,-1.4265603,132.51201923076923
I Can Fight,Bunched,Winter Collection 2017,07/19,Electronic,2017,396.0,Bunched - 07 - I Can Fight.mp3,0.03943307320592255,0.10626741908221145,19.818272842737695,14.644273016319485,-24.948105,36.458035,-1.4265603,123.046875
Secret Vale (Original Mix),C.A.V.O.K.,"Chill out Magnifique, Vol. 1",17,Electronic Chill,2019-10-25,254.0,C.A.V.O.K. - 17 - Secret Vale (Original Mix).mp3,0.020588598954538465,0.06061860678176364,13.539736404100562,20.25591765135654,-24.948105,36.458035,-1.4265603,161.4990234375
Three Swings And Out,Cab Calloway,Classics (1937-1938),21/24,Swing,1938,136.0,Cab Calloway - 21 - Three Swings And Out.mp3,0.018056813266521775,0.04473115534817112,13.511171493012018,27.266012558551846,-24.948105,36.458035,-1.4265603,198.76802884615384
How The West Was Won (2021 Version),Cali Agents,The Academy 3,22/34,Hip Hop,2021,229.0,Cali Agents - 22 - How The West Was Won (2021 Version).mp3,0.06318051023111605,0.05479114561297267,14.23880287666731,17.40715217995754,-24.948105,36.458035,-1.4265603,93.96306818181819
Feels,"Calvin Harris, Pharrell Williams, Katy Perry, Big Sean",100 Greatest Modern Pop Songs,43,Soul,2020,223.0,"Calvin Harris, Pharrell Williams, Katy Perry, Big Sean - 43 - Feels.mp3",0.0718679964933393,0.12844006503430758,12.54532560691738,16.713715920018775,-24.948105,36.458035,-1.4265603,105.46875
Single Life,Cameo ,The Ultimate Collection Soul 100 Hits CD05,10,Soul,2008,232.0,Cameo  - 10 - Single Life.mp3,0.025515070010392875,0.0459733176402426,19.30219644486931,17.834693815969487,-24.948105,36.458035,-1.4265603,55.569556451612904
Entameta (feat. DMX),Canibus,The Academy 3,15/34,Hip Hop,2021,301.0,Canibus - 15 - Entameta (feat. DMX).mp3,0.059789237838780006,0.11888696179968027,22.398802145615484,16.538857281390325,-24.948105,36.458035,-1.4265603,114.84375
Can't Hold On,Canned Heat,Blues Classics - 100 Greatest Hits,4,Blues,2001,153.0,Canned Heat - 04 - Can't Hold On.mp3,0.02524430676589619,0.06259196036269243,22.831806571460813,15.80860067159716,-24.948105,36.458035,-1.4265603,120.18531976744185
Louise,Canned Heat,Blues Classics - 100 Greatest Hits,19,Blues,Unknown,188.0,Canned Heat - 19 - Louise.mp3,0.009635947847883693,0.06102919735285164,25.48038894115221,19.66332137739083,-24.948105,36.458035,-1.4265603,156.60511363636363
Still Talkin' To Ya,Cannonball Adderley,(1955) Cannonball,02,Jazz,1955,535.0,Cannonball Adderley - 02 - Still Talkin' To Ya.mp3,0.013655192496498008,0.053967635241102936,12.71135986058097,20.825122061932476,-24.948105,36.458035,-1.4265603,129.19921875
Willows,Cannonball Adderley,(1955) Julian 'Cannonball' Adderley,02/10,Jazz,1955,299.0,Cannonball Adderley - 02 - Willows.mp3,0.02196733071387289,0.09981716733193799,23.214199736781755,21.239820082154054,-24.948105,36.458035,-1.4265603,112.34714673913044
Do That To Me One More Time,Captain & Tennille ,The Ultimate Collection Soul 100 Hits CD02,7,Soul,2008,229.0,Captain & Tennille  - 07 - Do That To Me One More Time.mp3,0.019457500261810354,0.06936563554359146,19.664326330984565,19.68502305169305,-24.948105,36.458035,-1.4265603,89.10290948275862
Call Me Maybe,"Carly Rae Jepsen, Tavish Crowe",100 Greatest Modern Pop Songs,34,Pop,2020,193.0,"Carly Rae Jepsen, Tavish Crowe - 34 - Call Me Maybe.mp3",0.04698377384758573,0.1038123600770156,16.92446342935068,17.27190296443119,-24.948105,36.458035,-1.4265603,120.18531976744185
The Water Is Wide,Carolyn Hester,The Greenwich Village Folk Scene CD3,18/20,Folk,2014,224.0,Carolyn Hester - 18 - The Water Is Wide.mp3,0.005412759786711005,0.054544370788449814,26.84278622573698,30.440583506794354,-24.948105,36.458035,-1.4265603,246.09375
Dona Dona Dona (Live),Chad Mitchell Trio,The Greenwich Village Folk Scene CD3,13/20,Folk,2014,195.0,Chad Mitchell Trio - 13 - Dona Dona Dona (Live).mp3,0.01650307945455195,0.045926201192447134,11.408716081221403,24.732507116293327,-24.948105,36.458035,-1.4265603,109.95678191489361
The Milkman's Matinee,Charlie Barnet,"1936-1937 {Chronological Classics, 1159}",11/23,Swing,1936,182.0,Charlie Barnet - 11 - The Milkman's Matinee.mp3,0.020014571541749404,0.04848327041198431,19.09922216898436,24.875436663990214,-24.948105,36.458035,-1.4265603,72.78829225352112
Moose The Mooche,Charlie Parker,1953 At Storyville,01/9,Jazz,1953,316.0,Charlie Parker - 01 - Moose The Mooche.mp3,0.01034654252604386,0.028361881231948178,17.653134844011436,18.57247803573495,-24.948105,36.458035,-1.4265603,114.84375
I'll Walk Alone,Charlie Parker,1953 At Storyville,02/9,Jazz,1953,297.0,Charlie Parker - 02 - I'll Walk Alone.mp3,0.00590121441590412,0.03886393243077892,17.044872523051673,19.914689420603473,-24.948105,36.458035,-1.4265603,147.65625
Isn't It Romantic,Chet Baker,(1953) Chet Baker With Russ Freeman,01/25,Jazz,1953,212.0,Chet Baker - 01 - Isn't It Romantic.mp3,0.006062198229503413,0.03480940904184839,12.610160362833552,18.193324284967737,-24.948105,36.458035,-1.4265603,132.51201923076923
My one and only love,Chick Corea,"(1968) Now  He Sings, Now He Sobs",02/13,Jazz Piano,1968,218.0,Chick Corea - 02 - My one and only love.mp3,0.004801141721674718,0.020006539263273206,20.01702071590402,15.701926418960042,-24.948105,36.458035,-1.4265603,161.4990234375
Now he beats the drum - Now he stops,Chick Corea,"(1968) Now  He Sings, Now He Sobs",03/13,Jazz Piano,1968,638.0,Chick Corea - 03 - Now he beats the drum - Now he stops.mp3,0.0011964417630731276,0.008388746795028431,13.244604700116849,17.29287999073319,-24.948105,36.458035,-1.4265603,67.11647727272727
Bossa,Chick Corea,"(1968) Now  He Sings, Now He Sobs",04/13,Jazz Piano,1968,285.0,Chick Corea - 04 - Bossa.mp3,0.004259104457156333,0.020093466836786606,21.343511201320432,17.474765395231216,-24.948105,36.458035,-1.4265603,55.569556451612904
I Got Rhythm,Chick Webb Orchestra,(1937-1940) All Decca instrumentals,08/25,Swing,1937,155.0,Chick Webb Orchestra - 08 - I Got Rhythm.mp3,0.017005699435631218,0.05382067276669881,14.716455142069536,18.752150709003423,-24.948105,36.458035,-1.4265603,143.5546875
I Ain't Got Nobody,Chick Webb Orchestra,(1937-1940) All Decca instrumentals,09/25,Swing,1937,186.0,Chick Webb Orchestra - 09 - I Ain't Got Nobody.mp3,0.013958040306749152,0.04425475470057639,14.522211044954467,17.90985284401466,-24.948105,36.458035,-1.4265603,92.28515625
I'd Rather Go Blind,Chicken Shack,100 Hits - The Best - Soft Rock Album - CD2,18/20,Soul,2018,196.0,Chicken Shack - 18 - I'd Rather Go Blind.mp3,0.016941597474475788,0.05798942137006911,19.25846084357653,17.9131699367578,-24.948105,36.458035,-1.4265603,161.4990234375
Grey Discipline (feat. Eto),Chino XL,The Academy 3,04/34,Hip Hop,2021,203.0,Chino XL - 04 - Grey Discipline (feat. Eto).mp3,0.0583658925628937,0.10045636157623661,21.06666615510349,16.86486202951254,-24.948105,36.458035,-1.4265603,156.60511363636363
What'll I Do [with Paula Cole],Chris Botti,2004 - When I Fall In Love,02,Jazz,2004,310.0,Chris Botti - 02 - What'll I Do [with Paula Cole].mp3,0.009046826670172087,0.05496069352110901,16.03402766066474,15.83982372444735,-24.948105,36.458035,-1.4265603,79.50721153846153
Superhuman,Chris Brown ft. Keri Hilson,Unknown,97,Pop,2009,221.0,Chris Brown ft. Keri Hilson - 97 - Superhuman.mp3,0.03736122191298971,0.0829111046427652,15.842442294461973,19.421608424471636,-24.948105,36.458035,-1.4265603,71.77734375
Rendezvous with the Trumpets,Chris Hartwig,Winter Collection 2017,09/19,Electronic,2017,431.0,Chris Hartwig - 09 - Rendezvous with the Trumpets.mp3,0.05408164499451086,0.15576326149321784,16.358869184564174,14.569884286441058,-24.948105,36.458035,-1.4265603,126.04801829268293
The Voice Within,Christina Aguilera,100 Hits - The Best - Soft Rock Album - CD3,17/20,Soul,2018,265.0,Christina Aguilera - 17 - The Voice Within.mp3,0.011078883397554478,0.04594494492717356,16.081840198389795,22.9449199495683,-24.948105,36.458035,-1.4265603,69.83741554054055
Ain't Got No Home (Original Mix),Clarence Frogman Henry,"The Magic of Rhythm and Blues, Vol. 1",14,Rhythm n Blues,2021,142.0,Clarence Frogman Henry - 14 - Ain't Got No Home (Original Mix).mp3,0.03837781371509199,0.08363347240931886,13.354992561399197,17.81490000621018,-24.948105,36.458035,-1.4265603,112.34714673913044
I Can't Help Myself,Classic R&B,Classic R&B,3/14,Rhythm n Blues,2003,165.0,Classic R&B - 03 - I Can't Help Myself.mp3,0.03649786081110445,0.07979016043257989,13.888107371188159,17.631299626825044,-24.948105,36.458035,-1.4265603,129.19921875
I Second That Emotion,Classic R&B,Classic R&B,5/14,Rhythm n Blues,2003,168.0,Classic R&B - 05 - I Second That Emotion.mp3,0.030562529525783276,0.05924179296603283,13.208158382935746,17.608788920064047,-24.948105,36.458035,-1.4265603,95.703125
Dancing Machine,Classic R&B,Classic R&B,8/14,Soul,2003,164.0,Classic R&B - 08 - Dancing Machine.mp3,0.041617806376436806,0.06555778753185322,15.468383639911902,20.73939130471943,-24.948105,36.458035,-1.4265603,107.666015625
Why Can't We Be Friends?,Classic R&B,Classic R&B,9/14,Rhythm n Blues,2003,227.0,Classic R&B - 09 - Why Can't We Be Friends.mp3,0.04913971284438134,0.07290183225691822,14.306618242625275,17.133189085065084,-24.948105,36.458035,-1.4265603,92.28515625
Best Thing That Ever Happened To Me,Classic R&B,Classic R&B,12/14,Rhythm n Blues,2003,226.0,Classic R&B - 12 - Best Thing That Ever Happened To Me.mp3,0.019726670259033064,0.04567129582819275,18.730735499799128,20.71181929537794,-24.948105,36.458035,-1.4265603,90.66611842105263
Nothing From Nothing,Classic R&B,Classic R&B,14/14,Rhythm n Blues,2003,155.0,Classic R&B - 14 - Nothing From Nothing.mp3,0.029235079817693674,0.0464758612231568,10.328378742238758,19.136586589267218,-24.948105,36.458035,-1.4265603,161.4990234375
A La Francaise,Claude Bolling,(1984) Jazz A La Francaise,01,Jazz Piano,1984,578.0,Claude Bolling - 01 - A La Francaise.mp3,0.006978603908515221,0.03282032927795712,14.752224785530304,16.772272809563457,-24.948105,36.458035,-1.4265603,123.046875
Garnerama,Claude Bolling,(1984) Jazz A La Francaise,02,Jazz Piano,1984,329.0,Claude Bolling - 02 - Garnerama.mp3,0.0027873057641292476,0.013895695917916945,14.954434928512093,20.74182048259846,-24.948105,36.458035,-1.4265603,11.186079545454545
Bach To Swing,Claude Bolling,(1984) Jazz A La Francaise,03,Jazz Piano,1984,302.0,Claude Bolling - 03 - Bach To Swing.mp3,0.00797069575878584,0.030065326115383866,15.211920426174109,16.63420934994408,-24.948105,36.458035,-1.4265603,105.46875
Etude In Blue,Claude Bolling,(1984) Jazz A La Francaise,04,Jazz Piano,1984,321.0,Claude Bolling - 04 - Etude In Blue.mp3,0.01089214761716489,0.04470765956457149,15.307210198435305,23.04049276319873,-24.948105,36.458035,-1.4265603,143.5546875
Nocturnes: II. Fêtes,Claude Debussy,La Mer - Nocturnes,2/8,Classical,1995,391.0,Claude Debussy - 02 - Nocturnes II. Fêtes.mp3,0.0031234858925821146,0.011824176792578661,11.894934880473487,23.03617751224028,-24.948105,36.458035,-1.4265603,147.65625
Nocturnes: III. Sirènes,Claude Debussy,La Mer - Nocturnes,3/8,Classical,1995,587.0,Claude Debussy - 03 - Nocturnes III. Sirènes.mp3,0.0016986761526854488,0.007602138303917209,11.303547349676165,21.14321775579304,-24.948105,36.458035,-1.4265603,114.84375
Premiere Rhapsodie,Claude Debussy,La Mer - Nocturnes,4/8,Classical,1995,522.0,Claude Debussy - 04 - Premiere Rhapsodie.mp3,0.00045137565591670437,0.003073896477298597,12.182042186906541,19.028317437450873,-24.948105,36.458035,-1.4265603,246.09375
Bellarosa,Clifford Brown,(1953) Memorial Album (Blue Note),01/18,Jazz,1953,255.0,Clifford Brown - 01 - Bellarosa.mp3,0.022700424905773578,0.0820818991126093,19.558439752553117,19.710827223678724,-24.948105,36.458035,-1.4265603,166.70866935483872
Viva La Vida,Coldplay,Unknown,042,Pop,2009,244.0,Coldplay - 42 - Viva La Vida.mp3,0.0303078268242527,0.06778818645393513,18.30782339485598,18.887696483826232,-24.948105,36.458035,-1.4265603,139.6748310810811
You Blew Out the Flame in My Heart,Coleman Hawkins,(1960) Coleman Hawkins All Stars,01,Jazz,1960,359.0,Coleman Hawkins - 01 - You Blew Out the Flame in My Heart.mp3,0.015334303365579888,0.04316843880267519,17.71966636539527,18.43071670636476,-24.948105,36.458035,-1.4265603,156.60511363636363
There Is No Greater Love,Coleman Hawkins,(1960) Night Hawk,02,Jazz,1960,498.0,Coleman Hawkins - 02 - There Is No Greater Love.mp3,0.008973638658199029,0.027701132048616586,22.38134247305951,18.99342979690122,-24.948105,36.458035,-1.4265603,143.5546875
A Strange Act (2),Coleman Hawkins,(1935-1937) Complete Recordings,12,Swing,1937,153.0,Coleman Hawkins - 12 - A Strange Act (2).mp3,0.0158081893125064,0.06372682251229929,18.506754315105553,24.212271889664443,-24.948105,36.458035,-1.4265603,97.50884433962264
Trapped,Colonel Abrams ,The Ultimate Collection Soul 100 Hits CD05,8,Soul,2008,250.0,Colonel Abrams  - 08 - Trapped.mp3,0.03627757181071595,0.05777074502996419,18.34849976102465,17.089384695213163,-24.948105,36.458035,-1.4265603,114.84375
Light Breeze (feat. Cosmin Gherman),Corné,Winter Collection 2017,15/19,Electronic Chill,2017,283.0,Corné - 15 - Light Breeze (feat. Cosmin Gherman).mp3,0.01543699483287189,0.05627989429662404,22.286502486395275,18.977744902162655,-24.948105,36.458035,-1.4265603,84.72079918032787
April in Paris,Count Basie,(1956) April in Paris,01/10,Swing,1956,232.0,Count Basie - 01 - April in Paris.mp3,0.02463804838477206,0.08029188244423055,16.500084152224805,18.461340022504046,-24.948105,36.458035,-1.4265603,126.04801829268293
Basie Land,Count Basie,(1964) Basie Land,01,Swing,1964,137.0,Count Basie - 01 - Basie Land.mp3,0.026112432720264932,0.05572987079008246,16.82050581782018,19.295942956914214,-24.948105,36.458035,-1.4265603,135.99917763157896
Big Brother,Count Basie,(1964) Basie Land,02,Swing,1964,223.0,Count Basie - 02 - Big Brother.mp3,0.012908148839037691,0.039677370725615904,19.048179352005178,19.525832412252807,-24.948105,36.458035,-1.4265603,77.1338619402985
Teach Me Tonight,Count Basie,(1965) Our Shining Hour with Sammy Davis,2/12,Swing,1965,187.0,Count Basie - 02 - Teach Me Tonight.mp3,0.013184420704411734,0.044547312223912214,15.89705075436264,21.66598856081775,-24.948105,36.458035,-1.4265603,114.84375
"Oh, Lady Be Good",Count Basie,(1936-1938) Chronological,04,Swing,1936,189.0,"Count Basie - 04 - Oh, Lady Be Good.mp3",0.015403021900189925,0.05504933291555899,14.159746984355653,27.466973025138163,-24.948105,36.458035,-1.4265603,86.1328125
April In Paris,Count Basie,(1965) Our Shining Hour with Sammy Davis,6/12,Swing,1965,167.0,Count Basie - 06 - April In Paris.mp3,0.012012340301362676,0.042919673006546775,15.999234793443808,20.956762889806452,-24.948105,36.458035,-1.4265603,114.84375
M - Squad,Count Basie,(1969) Basic Basie,07,Swing,1969,136.0,Count Basie - 07 - M - Squad.mp3,0.014571282995307173,0.04554787735292474,17.97185547688628,17.983238434907822,-24.948105,36.458035,-1.4265603,114.84375
She's A Woman (W-O-M-A-N),Count Basie,(1965) Our Shining Hour with Sammy Davis,9/12,Swing,1965,145.0,Count Basie - 09 - She's A Woman (W-O-M-A-N).mp3,0.014501926533845513,0.033785885492154666,15.338305321629068,19.120031166214616,-24.948105,36.458035,-1.4265603,109.95678191489361
Yuriko,Count Basie,(1964) Basie Land,09,Swing,1964,254.0,Count Basie - 09 - Yuriko.mp3,0.012872919618571396,0.048108679909213345,19.368312405742635,18.926742960213126,-24.948105,36.458035,-1.4265603,109.95678191489361
You Can Count on Me,Count Basie,"(1939, Vol.2) Chronological",10,Swing,1939,178.0,Count Basie - 10 - You Can Count on Me.mp3,0.01511244292887024,0.04791265422697759,13.492104927484828,21.44835332529287,-24.948105,36.458035,-1.4265603,151.99908088235293
You and Your Love,Count Basie,"(1939, Vol.2) Chronological",11,Swing,1939,164.0,Count Basie - 11 - You and Your Love.mp3,0.009058559950801376,0.04167884331709957,10.915856598284892,23.045341306485124,-24.948105,36.458035,-1.4265603,77.1338619402985
Let Me Dream,Count Basie,(1936-1938) Chronological,25,Swing,1937,189.0,Count Basie - 25 - Let Me Dream.mp3,0.007646326199453213,0.037250603490360606,13.162069887575266,18.300099435145444,-24.948105,36.458035,-1.4265603,120.18531976744185
RISE (feat. Rittz),Crumbzilla,The Academy 3,23/34,Hip Hop,2021,224.0,Crumbzilla - 23 - RISE (feat. Rittz).mp3,0.044921148593868185,0.10597820755895612,18.138253936326695,18.09833977150548,-24.948105,36.458035,-1.4265603,74.89809782608695
People Get Ready,Curtis Mayfield & The Impressions ,The Ultimate Collection Soul 100 Hits CD01,20,Soul,2008,159.0,Curtis Mayfield & The Impressions  - 20 - People Get Ready.mp3,0.010652484036190022,0.036424759842001025,19.38066927040692,19.346518810919722,-24.948105,36.458035,-1.4265603,72.78829225352112
Automatik,Cyence,Various Artists #1,3,Electronic,2020,389.0,Cyence - 03 - Automatik.mp3,0.03167343153988914,0.08646093206809657,18.89906682642773,14.272422763192564,-24.948105,36.458035,-1.4265603,161.4990234375
Sweet Cleo Brown,Dave Brubeck,(1957) Plays and Plays and Plays,01/10,Jazz Piano,1957,236.0,Dave Brubeck - 01 - Sweet Cleo Brown.mp3,0.009012197226890313,0.03488513568404374,16.956984066087582,19.39894509635811,-24.948105,36.458035,-1.4265603,126.04801829268293
I'm Old Fashioned,Dave Brubeck,(1957) Plays and Plays and Plays,02/10,Jazz Piano,1957,301.0,Dave Brubeck - 02 - I'm Old Fashioned.mp3,0.0034643667971132586,0.019333669555320763,16.78395289917076,17.85058080495719,-24.948105,36.458035,-1.4265603,156.60511363636363
Venus (Original Mix),Dave Ross,"Chill out Magnifique, Vol. 1",12,Electronic Chill,2019-10-25,277.0,Dave Ross - 12 - Venus (Original Mix).mp3,0.03594508887413336,0.0592057301607617,11.875352224995915,14.37530378313842,-24.948105,36.458035,-1.4265603,120.18531976744185
A Little Too Not Over You,David Archuleta,Unknown,077,Pop,Unknown,198.0,David Archuleta - 77 - A Little Too Not Over You.mp3,0.03911022409725122,0.1115843309825074,16.306881425073716,17.94868038072731,-24.948105,36.458035,-1.4265603,161.4990234375
Lady Stardust,David Bowie,The Rise And Fall Of Ziggy Stardust And The Spiders From Mars (Riko RCD 10134),06/16,Soft Rock,1972,201.0,David Bowie - 06 - Lady Stardust.mp3,0.01707773924518559,0.04671002518256793,20.77679843631043,19.155926105460367,-24.948105,36.458035,-1.4265603,126.04801829268293
Sweet Head - (Previously Unreleased Track),David Bowie,The Rise And Fall Of Ziggy Stardust And The Spiders From Mars (Riko RCD 10134),14/16,Rock,1972,257.0,David Bowie - 14 - Sweet Head - (Previously Unreleased Track).mp3,0.03365002723872296,0.06659411483278826,15.44281961200705,16.25235293204579,-24.948105,36.458035,-1.4265603,97.50884433962264
Ziggy Stardust - (Previously Unreleased Original Demo),David Bowie,The Rise And Fall Of Ziggy Stardust And The Spiders From Mars (Riko RCD 10134),15/16,Soft Rock,1972,220.0,David Bowie - 15 - Ziggy Stardust - (Previously Unreleased Original Demo).mp3,0.01711881467143136,0.052547490700634705,22.254626590559997,18.869897556176706,-24.948105,36.458035,-1.4265603,77.1338619402985
Modulation,Dawad,Various Artists #1,12,Electronic,2020,401.0,Dawad - 12 - Modulation.mp3,0.02729734363282785,0.08646944353634282,18.74041569632517,15.217178600867614,-24.948105,36.458035,-1.4265603,60.09265988372093
When Will You (Make My Telephone Ring)?,Deacon Blue,100 Hits - The Best - Soft Rock Album - CD2,16/20,Soul,2018,261.0,Deacon Blue - 16 - When Will You (Make My Telephone Ring).mp3,0.03424260379639449,0.09034592701413824,19.33702960212473,15.762034045012525,-24.948105,36.458035,-1.4265603,147.65625
See The Day,Dee C. Lee,100 Hits - The Best - Soft Rock Album - CD5,07/20,Soul,2018,259.0,Dee C. Lee - 07 - See The Day.mp3,0.027752930350938513,0.0917408582097845,22.01604777417296,19.081073436961926,-24.948105,36.458035,-1.4265603,93.96306818181819
Seven Seas (Original Mix),Deep & Wide,"Chill out Magnifique, Vol. 1",18,Electronic Chill,2019-10-25,303.0,Deep & Wide - 18 - Seven Seas (Original Mix).mp3,0.009606322476780334,0.0372216131154447,16.34317672593438,21.977382970479287,-24.948105,36.458035,-1.4265603,83.35433467741936
Speed King,Deep Purple,(1970) Deep Purple In Rock,1/7,Rock,1970,354.0,Deep Purple - 01 - Speed King.mp3,0.01056543170836204,0.029496854525993585,13.096511594060182,18.145158779753423,-24.948105,36.458035,-1.4265603,143.5546875
Bloodsucker,Deep Purple,(1970) Deep Purple In Rock,2/7,Rock,1970,250.0,Deep Purple - 02 - Bloodsucker.mp3,0.01921345179788548,0.059411125302706994,17.110200910910905,19.080761180551963,-24.948105,36.458035,-1.4265603,87.5926906779661
Tricky Riddles,"Della, Poulper",Various Artists #2,4,Electronic,2021,364.0,"Della, Poulper - 04 - Tricky Riddles.mp3",0.04709106966951098,0.09964336052909598,19.6027297650757,15.424403920137193,-24.948105,36.458035,-1.4265603,126.04801829268293
Don't Look Any Further,Dennis Edwards feat. Siedah Garrett ,The Ultimate Collection Soul 100 Hits CD05,12,Soul,2008,242.0,Dennis Edwards feat. Siedah Garrett  - 12 - Don't Look Any Further.mp3,0.032219968571380216,0.05559124146011437,20.244013409162555,16.9530577868508,-24.948105,36.458035,-1.4265603,95.703125
Somewhere,Dennis Pedersen,Liquicity Summer 2021,16,Electronic Chill,2021,350.0,Dennis Pedersen - 16 - Somewhere.mp3,0.06158649424898111,0.04948880349446302,16.25894131992813,14.723832261823196,-24.948105,36.458035,-1.4265603,114.84375
You Gotta Be,Des'ree ,Ultimate Soul Collection Soul 100 Hits CD3,10,Soul,2008,239.0,Des'ree  - 10 - You Gotta Be.mp3,0.03074142429336461,0.060466618384174615,19.920122052414836,17.43828632501115,-24.948105,36.458035,-1.4265603,126.04801829268293
Montmartre,Dexter Gordon,(1969) The Tower of Power,01/4,Jazz,1969,661.0,Dexter Gordon - 01 - Montmartre.mp3,0.01506750292178061,0.03743986494948502,19.19570847373636,18.73765162955342,-24.948105,36.458035,-1.4265603,99.38401442307692
The Rainbow People,Dexter Gordon,(1969) The Tower of Power,02/4,Jazz,1969,532.0,Dexter Gordon - 02 - The Rainbow People.mp3,0.008924012823646497,0.029807887100539637,16.806332333115254,18.591007239039328,-24.948105,36.458035,-1.4265603,120.18531976744185
I'm Still Waiting,Diana Ross ,The Ultimate Collection Soul 100 Hits CD01,1,Soul,2008,223.0,Diana Ross  - 01 - I'm Still Waiting.mp3,0.02049125731063848,0.050830988547554475,11.209213210440021,18.952578696945714,-24.948105,36.458035,-1.4265603,82.03125
