Title,Artist,Album,Track,Genre,Year,Length,Filename,zero_crossing_rate_mean,rms_mean,chroma_stft_mean,spectral_centroid_mean,spectral_bandwidth_mean,spectral_rolloff_mean,Tempo
Superhuman,Chris Brown ft. Keri Hilson,Unknown,97,Pop,2009,221.0,Chris Brown ft. Keri Hilson - 97 - Superhuman.mp3,0.08284133580446981,0.18061863,0.39927486,1937.8903477618276,2083.7010073180877,4438.668993309187,71.77734375
Rendezvous with the Trumpets,Chris Hartwig,Winter Collection 2017,09/19,Electronic,2017,431.0,Chris Hartwig - 09 - Rendezvous with the Trumpets.mp3,0.07876785325561146,0.3181982,0.68924236,1892.4271002938087,2015.3984625370865,3856.3245979994076,126.04801829268293
The Voice Within,Christina Aguilera,100 Hits - The Best - Soft Rock Album - CD3,17/20,Soul,2018,265.0,Christina Aguilera - 17 - The Voice Within.mp3,0.06282123766447369,0.09131014,0.31014976,1579.991616133403,1924.0457452977812,3376.839997377189,69.83741554054055
Ain't Got No Home (Original Mix),Clarence Frogman Henry,"The Magic of Rhythm and Blues, Vol. 1",14,Rhythm n Blues,2021,142.0,Clarence Frogman Henry - 14 - Ain't Got No Home (Original Mix).mp3,0.0515420163748065,0.1845834,0.36318073,1638.4427400979012,2147.9914116436225,3728.2524557674633,84.72079918032787
I Can't Help Myself,Classic R&B,Classic R&B,3/14,Rhythm n Blues,2003,165.0,Classic R&B - 03 - I Can't Help Myself.mp3,0.06234127080108359,0.17729485,0.39134416,1218.1910828257023,1413.7493939464919,2508.064000746783,129.19921875
I Second That Emotion,Classic R&B,Classic R&B,5/14,Rhythm n Blues,2003,168.0,Classic R&B - 05 - I Second That Emotion.mp3,0.07308015144277283,0.13438004,0.4290596,1398.8081982669005,1436.0555762745132,2802.672635955338,95.703125
Dancing Machine,Classic R&B,Classic R&B,8/14,Soul,2003,164.0,Classic R&B - 08 - Dancing Machine.mp3,0.09716910252999227,0.16618699,0.39575794,1751.735053634844,1630.7292236299045,3414.108522019519,107.666015625
Why Can't We Be Friends?,Classic R&B,Classic R&B,9/14,Rhythm n Blues,2003,227.0,Classic R&B - 09 - Why Can't We Be Friends.mp3,0.08311438781927244,0.1818069,0.42306125,1621.7667759966882,1659.3025698818096,3380.948305868143,184.5703125
Best Thing That Ever Happened To Me,Classic R&B,Classic R&B,12/14,Rhythm n Blues,2003,226.0,Classic R&B - 12 - Best Thing That Ever Happened To Me.mp3,0.03832752712001741,0.105183035,0.4277223,818.914870956564,1061.4397593823135,1610.8340095071233,92.28515625
Nothing From Nothing,Classic R&B,Classic R&B,14/14,Rhythm n Blues,2003,155.0,Classic R&B - 14 - Nothing From Nothing.mp3,0.057948156776073914,0.11955638,0.4095566,1146.9083837071314,1331.3121591542806,2306.294387486697,103.359375
A La Francaise,Claude Bolling,(1984) Jazz A La Francaise,01,Jazz Piano,1984,578.0,Claude Bolling - 01 - A La Francaise.mp3,0.03345255659829721,0.06276681,0.2769783,1041.24188094881,1560.3437632053806,2241.3885299635376,123.046875
Garnerama,Claude Bolling,(1984) Jazz A La Francaise,02,Jazz Piano,1984,329.0,Claude Bolling - 02 - Garnerama.mp3,0.027449002575948143,0.024904195,0.33299813,528.299842325755,1177.3478640170572,623.9608103276776,143.5546875
Bach To Swing,Claude Bolling,(1984) Jazz A La Francaise,03,Jazz Piano,1984,302.0,Claude Bolling - 03 - Bach To Swing.mp3,0.037033222777186535,0.059893854,0.3297296,1171.6548536203445,1774.9428646888136,2378.0793700793947,107.666015625
Etude In Blue,Claude Bolling,(1984) Jazz A La Francaise,04,Jazz Piano,1984,321.0,Claude Bolling - 04 - Etude In Blue.mp3,0.03864347381119389,0.08755023,0.33183962,900.6193388217254,1203.90951470974,1874.8532463522517,143.5546875
Nocturnes: II. Fêtes,Claude Debussy,La Mer - Nocturnes,2/8,Classical,1995,391.0,Claude Debussy - 02 - Nocturnes II. Fêtes.mp3,0.036056376832188465,0.019616766,0.3264355,597.5183150110464,795.9355935367463,1016.4938534007352,151.99908088235293
Nocturnes: III. Sirènes,Claude Debussy,La Mer - Nocturnes,3/8,Classical,1995,587.0,Claude Debussy - 03 - Nocturnes III. Sirènes.mp3,0.029504734665247678,0.016259639,0.2953513,484.52205111479947,712.0724439550849,715.6998389276557,135.99917763157896
Premiere Rhapsodie,Claude Debussy,La Mer - Nocturnes,4/8,Classical,1995,522.0,Claude Debussy - 04 - Premiere Rhapsodie.mp3,0.024217068226344816,0.0065426626,0.28150558,531.5634932896005,979.0488907980459,756.447509198735,129.19921875
Bellarosa,Clifford Brown,(1953) Memorial Album (Blue Note),01/18,Jazz,1953,255.0,Clifford Brown - 01 - Bellarosa.mp3,0.055633733885207044,0.16056512,0.3391701,1273.3248134081498,1498.9083051072785,2561.8428422201528,82.03125
Viva La Vida,Coldplay,Unknown,042,Pop,2009,244.0,Coldplay - 42 - Viva La Vida.mp3,0.0487906157785894,0.16530105,0.3708565,1050.3434480568585,1284.4246717151807,2101.4352095754525,139.6748310810811
You Blew Out the Flame in My Heart,Coleman Hawkins,(1960) Coleman Hawkins All Stars,01,Jazz,1960,359.0,Coleman Hawkins - 01 - You Blew Out the Flame in My Heart.mp3,0.06796236303937693,0.08978255,0.4321184,1949.8088589085946,2267.6626903681013,4408.5900085260255,151.99908088235293
There Is No Greater Love,Coleman Hawkins,(1960) Night Hawk,02,Jazz,1960,498.0,Coleman Hawkins - 02 - There Is No Greater Love.mp3,0.05851079509723297,0.057833403,0.44620472,1770.5074076639241,2244.80314197876,3947.6782122632667,147.65625
A Strange Act (2),Coleman Hawkins,(1935-1937) Complete Recordings,12,Swing,1937,153.0,Coleman Hawkins - 12 - A Strange Act (2).mp3,0.025189851459703948,0.112187445,0.38755563,562.222314515892,763.8356759121501,1145.7284886032435,101.33272058823529
Trapped,Colonel Abrams ,The Ultimate Collection Soul 100 Hits CD05,8,Soul,2008,250.0,Colonel Abrams  - 08 - Trapped.mp3,0.08152775720177051,0.13878316,0.46358976,1961.5706420019183,2138.0405171049965,4471.245879654545,114.84375
Light Breeze (feat. Cosmin Gherman),Corné,Winter Collection 2017,15/19,Electronic Chill,2017,283.0,Corné - 15 - Light Breeze (feat. Cosmin Gherman).mp3,0.030423568867308435,0.15368891,0.4931513,1040.4429065351449,1626.6914329791994,2226.3907039866726,123.046875
April in Paris,Count Basie,(1956) April in Paris,01/10,Swing,1956,232.0,Count Basie - 01 - April in Paris.mp3,0.053462356236696984,0.15374577,0.37599897,1355.145700572224,1699.6657493098253,2803.01221723527,126.04801829268293
Basie Land,Count Basie,(1964) Basie Land,01,Swing,1964,137.0,Count Basie - 01 - Basie Land.mp3,0.07590949941345781,0.12277791,0.47698832,1823.7086668573788,2070.0404050214324,3895.343112059791,135.99917763157896
Big Brother,Count Basie,(1964) Basie Land,02,Swing,1964,223.0,Count Basie - 02 - Big Brother.mp3,0.07354585157459366,0.075436525,0.4533027,2110.0542507168625,2554.731310187494,5172.566638863862,77.1338619402985
Teach Me Tonight,Count Basie,(1965) Our Shining Hour with Sammy Davis,2/12,Swing,1965,187.0,Count Basie - 02 - Teach Me Tonight.mp3,0.04764719865639512,0.08810121,0.37185037,1277.7665466180242,1786.2510009091766,2373.0523171439627,92.28515625
"Oh, Lady Be Good",Count Basie,(1936-1938) Chronological,04,Swing,1936,189.0,"Count Basie - 04 - Oh, Lady Be Good.mp3",0.04284346731085526,0.12181448,0.34294033,718.256547928221,693.905156113872,1468.6765357805848,93.96306818181819
April In Paris,Count Basie,(1965) Our Shining Hour with Sammy Davis,6/12,Swing,1965,167.0,Count Basie - 06 - April In Paris.mp3,0.05124638324182469,0.086189486,0.37204236,1275.3944042408305,1792.9690080522578,2434.5269454152963,120.18531976744185
M - Squad,Count Basie,(1969) Basic Basie,07,Swing,1969,136.0,Count Basie - 07 - M - Squad.mp3,0.04036549665610488,0.0930774,0.4551701,1177.233805214292,1601.4036831564013,2597.646792385231,120.18531976744185
She's A Woman (W-O-M-A-N),Count Basie,(1965) Our Shining Hour with Sammy Davis,9/12,Swing,1965,145.0,Count Basie - 09 - She's A Woman (W-O-M-A-N).mp3,0.06199896372508707,0.07301191,0.40619943,1610.1048086950798,1967.4050141965517,3303.365441667775,101.33272058823529
Yuriko,Count Basie,(1964) Basie Land,09,Swing,1964,254.0,Count Basie - 09 - Yuriko.mp3,0.040768838888351394,0.09828046,0.45186695,1435.1630084874778,2106.522519072691,3197.466082026715,112.34714673913044
You Can Count on Me,Count Basie,"(1939, Vol.2) Chronological",10,Swing,1939,178.0,Count Basie - 10 - You Can Count on Me.mp3,0.02759015818498452,0.09842556,0.3397072,619.9710570797795,1084.522813466541,971.4753756213114,151.99908088235293
You and Your Love,Count Basie,"(1939, Vol.2) Chronological",11,Swing,1939,164.0,Count Basie - 11 - You and Your Love.mp3,0.028479514107246518,0.07935286,0.2815777,604.4619597839924,1033.7033232036417,974.0836931825053,172.265625
Let Me Dream,Count Basie,(1936-1938) Chronological,25,Swing,1937,189.0,Count Basie - 25 - Let Me Dream.mp3,0.01916560595249613,0.0657236,0.32810846,426.6113622753589,626.2298907519996,809.8534362604005,97.50884433962264
RISE (feat. Rittz),Crumbzilla,The Academy 3,23/34,Hip Hop,2021,224.0,Crumbzilla - 23 - RISE (feat. Rittz).mp3,0.06292913572707043,0.23432429,0.5030621,1660.320891203654,1868.0973330942923,3446.7354080625364,99.38401442307692
People Get Ready,Curtis Mayfield & The Impressions ,The Ultimate Collection Soul 100 Hits CD01,20,Soul,2008,159.0,Curtis Mayfield & The Impressions  - 20 - People Get Ready.mp3,0.03566541169819079,0.0684909,0.3622521,876.7670262511072,1305.288211270406,1730.3499534772277,139.6748310810811
Automatik,Cyence,Various Artists #1,3,Electronic,2020,389.0,Cyence - 03 - Automatik.mp3,0.037018672600619196,0.19534759,0.7032824,1546.0057178226489,1974.8415234172298,3699.1630483337967,120.18531976744185
Sweet Cleo Brown,Dave Brubeck,(1957) Plays and Plays and Plays,01/10,Jazz Piano,1957,236.0,Dave Brubeck - 01 - Sweet Cleo Brown.mp3,0.025390813963332044,0.062505536,0.3516585,624.071423101121,1256.0518057432419,924.0694122786862,126.04801829268293
I'm Old Fashioned,Dave Brubeck,(1957) Plays and Plays and Plays,02/10,Jazz Piano,1957,301.0,Dave Brubeck - 02 - I'm Old Fashioned.mp3,0.03068594445385062,0.03788099,0.26435396,759.149436626965,1500.1489762005235,1039.3124654197102,132.51201923076923
Venus (Original Mix),Dave Ross,"Chill out Magnifique, Vol. 1",12,Electronic Chill,2019-10-25,277.0,Dave Ross - 12 - Venus (Original Mix).mp3,0.05382374860922988,0.14081486,0.52045053,1761.416419270362,2333.814241217431,4076.09618573735,120.18531976744185
A Little Too Not Over You,David Archuleta,Unknown,077,Pop,Unknown,198.0,David Archuleta - 77 - A Little Too Not Over You.mp3,0.07135784515286378,0.225688,0.41948014,1809.8174893162084,2010.6616978575871,4027.817311006434,161.4990234375
Lady Stardust,David Bowie,The Rise And Fall Of Ziggy Stardust And The Spiders From Mars (Riko RCD 10134),06/16,Soft Rock,1972,201.0,David Bowie - 06 - Lady Stardust.mp3,0.0633518467008514,0.0918813,0.37410748,1316.583415335607,1408.4915882936048,2797.3330849095396,129.19921875
Sweet Head - (Previously Unreleased Track),David Bowie,The Rise And Fall Of Ziggy Stardust And The Spiders From Mars (Riko RCD 10134),14/16,Rock,1972,257.0,David Bowie - 14 - Sweet Head - (Previously Unreleased Track).mp3,0.07593198604997098,0.15043388,0.45973364,1700.147399071421,1907.567248441422,3888.491070159818,95.703125
Ziggy Stardust - (Previously Unreleased Original Demo),David Bowie,The Rise And Fall Of Ziggy Stardust And The Spiders From Mars (Riko RCD 10134),15/16,Soft Rock,1972,220.0,David Bowie - 15 - Ziggy Stardust - (Previously Unreleased Original Demo).mp3,0.05240642913723878,0.10844207,0.43658063,1125.6864755654742,1253.7525900726093,2337.825446822695,156.60511363636363
Modulation,Dawad,Various Artists #1,12,Electronic,2020,401.0,Dawad - 12 - Modulation.mp3,0.05646932973950271,0.17922106,0.6553558,1746.1169680701266,1929.492335802793,3679.3965011927367,120.18531976744185
When Will You (Make My Telephone Ring)?,Deacon Blue,100 Hits - The Best - Soft Rock Album - CD2,16/20,Soul,2018,261.0,Deacon Blue - 16 - When Will You (Make My Telephone Ring).mp3,0.06927660301373839,0.18387844,0.47419903,1916.549495418755,2170.3828344751005,4262.832556568063,143.5546875
See The Day,Dee C. Lee,100 Hits - The Best - Soft Rock Album - CD5,07/20,Soul,2018,259.0,Dee C. Lee - 07 - See The Day.mp3,0.04927700739526896,0.1883379,0.36312404,1313.200614649452,1719.854641279949,2958.0716962784804,92.28515625
Seven Seas (Original Mix),Deep & Wide,"Chill out Magnifique, Vol. 1",18,Electronic Chill,2019-10-25,303.0,Deep & Wide - 18 - Seven Seas (Original Mix).mp3,0.0226553807686726,0.07525661,0.39400122,542.9594314837342,969.811912954935,1019.7709169181139,166.70866935483872
Speed King,Deep Purple,(1970) Deep Purple In Rock,1/7,Rock,1970,354.0,Deep Purple - 01 - Speed King.mp3,0.031098167962703174,0.05241574,0.3545554,679.7913094639752,1176.0465214461651,1094.2787997124733,126.04801829268293
Bloodsucker,Deep Purple,(1970) Deep Purple In Rock,2/7,Rock,1970,250.0,Deep Purple - 02 - Bloodsucker.mp3,0.04355491425599845,0.11151814,0.4553029,845.7210541371704,936.5094891482042,1624.6380927023872,114.84375
Tricky Riddles,"Della, Poulper",Various Artists #2,4,Electronic,2021,364.0,"Della, Poulper - 04 - Tricky Riddles.mp3",0.04442112217008514,0.23019059,0.60931283,1262.3122683087392,1501.3065209827118,2639.9694531325586,126.04801829268293
Don't Look Any Further,Dennis Edwards feat. Siedah Garrett ,The Ultimate Collection Soul 100 Hits CD05,12,Soul,2008,242.0,Dennis Edwards feat. Siedah Garrett  - 12 - Don't Look Any Further.mp3,0.06275425016326432,0.13531521,0.5057309,1696.00567902734,2033.2793887078815,3951.690688000375,95.703125
Somewhere,Dennis Pedersen,Liquicity Summer 2021,16,Electronic Chill,2021,350.0,Dennis Pedersen - 16 - Somewhere.mp3,0.08672812258126934,0.16443114,0.5082146,1800.911521205275,1809.6986951049023,3682.5943985221556,114.84375
You Gotta Be,Des'ree ,Ultimate Soul Collection Soul 100 Hits CD3,10,Soul,2008,239.0,Des'ree  - 10 - You Gotta Be.mp3,0.06931231708349458,0.15121739,0.4487937,1884.839273197478,2220.910905510989,4430.373210139319,93.96306818181819
Montmartre,Dexter Gordon,(1969) The Tower of Power,01/4,Jazz,1969,661.0,Dexter Gordon - 01 - Montmartre.mp3,0.0674468710695627,0.07993579,0.42226917,1701.2626920593261,2037.1288871232507,3543.0994086959413,99.38401442307692
The Rainbow People,Dexter Gordon,(1969) The Tower of Power,02/4,Jazz,1969,532.0,Dexter Gordon - 02 - The Rainbow People.mp3,0.03920327768237229,0.063711315,0.45152143,1122.730678475074,1588.5031283247579,2226.34278760975,117.45383522727273
I'm Still Waiting,Diana Ross ,The Ultimate Collection Soul 100 Hits CD01,1,Soul,2008,223.0,Diana Ross  - 01 - I'm Still Waiting.mp3,0.05579388030911378,0.10776823,0.35476503,1343.9963668913524,1709.8041225773493,2867.2118290290005,166.70866935483872
You Keep Me Hanging On,Diana Ross & The Supremes ,The Ultimate Collection Soul 100 Hits CD01,7,Soul,2008,161.0,Diana Ross & The Supremes  - 07 - You Keep Me Hanging On.mp3,0.04808663288506192,0.19616553,0.397142,1169.5959484189357,1498.4630529020953,2415.2395620434645,129.19921875
Barbizon Blues,Didier Lockwood,(1999) Tribute To Stephane Grappelli,4/14,Jazz,1999,260.0,Didier Lockwood - 04 - Barbizon Blues.mp3,0.023236915423035992,0.086379364,0.3733165,593.9094670699769,1140.0625873990807,1011.4209674091162,117.45383522727273
Don't Be A Stranger,Dina Carroll ,Ultimate Soul Collection Soul 100 Hits CD3,17,Soul,2008,260.0,Dina Carroll  - 17 - Don't Be A Stranger.mp3,0.07767092111309984,0.13041621,0.33088025,1780.996336357336,1955.644945458682,4009.540338191455,129.19921875
Is You Is Or Is You Ain't My Baby?,Dinah Washington,(1962) Jazz Roulette,01/24,Swing,1962,205.0,Dinah Washington - 01 - Is You Is Or Is You Ain't My Baby.mp3,0.09047904472232972,0.11870183,0.41002256,1655.8922519992634,1587.698353567243,3155.2496706369125,114.84375
Heartbreaker,Dionne Warwick ,Ultimate Soul Collection Soul 100 Hits CD3,5,Soul,2008,253.0,Dionne Warwick  - 05 - Heartbreaker.mp3,0.05154003225982005,0.16146767,0.41784114,1235.6172310902698,1510.4930737887812,2555.7157959362303,101.33272058823529
Chain Agent (feat. Planet Asia & Supreme Cerebral),Dirty Diggs,The Academy 3,30/34,Hip Hop,2021,141.0,Dirty Diggs - 30 - Chain Agent (feat. Planet Asia & Supreme Cerebral).mp3,0.05914599533789667,0.23936793,0.47551912,1412.5671032653158,1601.843537083057,2766.8395192999587,83.35433467741936
On The Sunny Side Of The Street,Dizzy Gillespie,"(1957) Dizzy Gillespie,Sonny Stitt,Sonny Rollins-Sonny Side up",01,Jazz,1957,344.0,Dizzy Gillespie - 01 - On The Sunny Side Of The Street.mp3,0.04337426531056501,0.100702316,0.36433646,1052.1369093068897,1314.6728619151866,2072.137470068208,120.18531976744185
There Is No Greater Love (Alt #1),Dizzy Gillespie,(1959.-60) The Verve Small Group,01/16,Jazz,1959,202.0,Dizzy Gillespie - 01 - There Is No Greater Love (Alt #1).mp3,0.04906943117501935,0.09161678,0.31253704,1581.8677260231968,2080.600216092888,3355.102628820083,60.799632352941174
The Eternal Triangle,Dizzy Gillespie,"(1957) Dizzy Gillespie,Sonny Stitt,Sonny Rollins-Sonny Side up",02,Jazz,1957,853.0,Dizzy Gillespie - 02 - The Eternal Triangle.mp3,0.09544651279508513,0.10412268,0.43738738,1956.8166025052194,1989.7877118562733,3852.06004045327,143.5546875
I Found A Million Dollar Baby In A Five And Dime Store (Alt),Dizzy Gillespie,(1959.-60) The Verve Small Group,03/16,Jazz,1959,401.0,Dizzy Gillespie - 03 - I Found A Million Dollar Baby In A Five And Dime Store (Alt).mp3,0.04821947410748839,0.054704744,0.33270842,1561.9327235552234,2120.5118192294585,3323.9132340847523,123.046875
Moonglow,Dizzy Gillespie,(1959) The Verve Small Group,03/13,Jazz,1959,382.0,Dizzy Gillespie - 03 - Moonglow.mp3,0.03951922437354876,0.08171701,0.3413513,1168.6475837703408,1807.2890283916968,2291.4257273954504,109.95678191489361
Sweet Geogia Brown,Django Reinhardt and Stephane Grappelli,(1937) Recordings with Eddie South,02,Swing,1937,168.0,Django Reinhardt and Stephane Grappelli - 02 - Sweet Geogia Brown.mp3,0.04398886854803599,0.13871132,0.3026693,597.2141314198983,604.6468476181421,1206.2114562043464,97.50884433962264
Cake By The Ocean,"DNCE, Mattias Larsson, Robin Fredriksson, Justin Tranter, Joe Jonas",100 Greatest Modern Pop Songs,05,Pop,2020,219.0,"DNCE, Mattias Larsson, Robin Fredriksson, Justin Tranter, Joe Jonas - 05 - Cake By The Ocean.mp3",0.09911684207502902,0.23180974,0.44331682,2156.1485969847927,2148.9805610125177,4483.6312214287445,120.18531976744185
Stream Of Whiskey,Doc Watson,The Greenwich Village Folk Scene CD3,2/20,Folk,2014,129.0,Doc Watson - 02 - Stream Of Whiskey.mp3,0.03453097033426858,0.21112472,0.35465685,537.9148824273658,610.9489755714422,869.9864059778928,156.60511363636363
Little Sadie,Doc Watson,The Greenwich Village Folk Scene CD1,10,Folk,2014,140.0,Doc Watson - 10 - Little Sadie.mp3,0.029727238988728717,0.19970433,0.36503732,624.892421737624,899.5952153379359,1025.537548714747,107.666015625
Tough Luck,Doc Watson,The Greenwich Village Folk Scene CD3,14/20,Folk,2014,147.0,Doc Watson - 14 - Tough Luck.mp3,0.02953421294504644,0.15859103,0.3237187,598.9570459104204,827.8388965244644,987.5169452868009,112.34714673913044
Peg And Awl,Doc Watson & Clarence Ashley,The Greenwich Village Folk Scene CD2,10/20,Folk,2014,133.0,Doc Watson & Clarence Ashley - 10 - Peg And Awl.mp3,0.031036376953125,0.2038879,0.33948055,760.8435241246176,1187.5781165732105,1240.1737508389972,178.20581896551724
Ghetto Lament,Don Blackman ,Ultimate Soul Collection Soul 100 Hits CD3,20,Soul,2008,362.0,Don Blackman  - 20 - Ghetto Lament.mp3,0.07683182943716138,0.122573145,0.42340237,1968.5761571697633,2162.5616891646237,4314.221829157495,166.70866935483872
Jackie My Little Cat,Don Byas,(1961) A Tribute to Cannonball (with Bud Powell),02,Jazz,1961,290.0,Don Byas - 02 - Jackie My Little Cat.mp3,0.0244977732560952,0.10780262,0.46130046,736.0066092988029,1254.8133599357154,1263.4902765138231,56.79086538461539
Cherokee,Don Byas,(1961) A Tribute to Cannonball (with Bud Powell),03,Jazz,1961,380.0,Don Byas - 03 - Cherokee.mp3,0.08817973889802631,0.13252184,0.49604443,1978.9855097041757,2046.5310631881457,4370.4319059295185,156.60511363636363
One Dance,"Drake, Wizkid, Kyla",100 Greatest Modern Pop Songs,07,Pop,2020,174.0,"Drake, Wizkid, Kyla - 07 - One Dance.mp3",0.037419274864551086,0.3308897,0.50373334,1313.5000736312566,1776.4471635156222,2952.0488160313466,139.6748310810811
Be the One,Dua Lipa,100 Greatest Modern Pop Songs,52,Pop,2020,203.0,Dua Lipa - 52 - Be the One.mp3,0.060931415380708204,0.2899287,0.4353527,1489.380360156732,1781.8081035051825,3237.5116732098368,87.5926906779661
Everything But You,Duke Ellington,(1960) Unknown Session,01,Swing,1960,212.0,Duke Ellington - 01 - Everything But You.mp3,0.039213861980092427,0.06185825,0.5067638,1189.985880845513,1505.5649679525952,2597.265607641975,119.68085106382979
Slow Blues,Duke Ellington,(1966) The Pianist,02/10,Jazz Piano,1966,241.0,Duke Ellington - 02 - Slow Blues.mp3,0.029907037599167956,0.06960349,0.32113528,1072.3064441132344,1776.9301560283977,2328.513003133768,126.04801829268293
All Too Soon,Duke Ellington,(1960) Unknown Session,03,Swing,1960,192.0,Duke Ellington - 03 - All Too Soon.mp3,0.01994680112424458,0.09130683,0.33499512,481.00212325669355,800.3375296814397,826.7969201308656,77.05479452054794
Dinah's In a Jam,Duke Ellington,(1938) Complete Columbia,03/25,Swing,1938,173.0,Duke Ellington - 03 - Dinah's In a Jam.mp3,0.03295888989333398,0.12843868,0.2970615,1209.7299486700208,2077.1759473387065,2245.5260049447925,114.84375
Hapy Go Lucky Local,Duke Ellington,(1964) All Star Band,3/16,Swing,1964,491.0,Duke Ellington - 03 - Hapy Go Lucky Local.mp3,0.04614966424995163,0.058853835,0.4422761,1007.176157492151,1251.176442258382,2100.216466945022,132.51201923076923
Looking Glass,Duke Ellington,(1966) The Pianist,03/10,Jazz Piano,1966,176.0,Duke Ellington - 03 - Looking Glass.mp3,0.0357090622278928,0.057393737,0.27150384,1065.696098842706,1793.810367429873,2099.3789720092395,109.95678191489361
The Sheperd (take 1),Duke Ellington,(1966) The Pianist,04/10,Jazz Piano,1966,350.0,Duke Ellington - 04 - The Sheperd (take 1).mp3,0.03928972840678212,0.082478255,0.3313423,1103.1719057204334,1557.50373753645,2162.3765077384264,135.99917763157896
Yearning For Love,Duke Ellington,(1936-37) Complete Columbia,04/22,Swing,1936,175.0,Duke Ellington - 04 - Yearning For Love.mp3,0.0435215622278928,0.10501419,0.29140484,1533.1063703133198,2466.5247945347814,3261.19486333416,83.35433467741936
In a Jam,Duke Ellington,(1936-37) Complete Columbia,05/22,Swing,1936,178.0,Duke Ellington - 05 - In a Jam.mp3,0.05123107721192918,0.15185922,0.31193632,1495.5179447940936,2202.485804707588,2795.124764929615,99.38401442307692
The Sheperd (take 2),Duke Ellington,(1966) The Pianist,05/10,Jazz Piano,1966,395.0,Duke Ellington - 05 - The Sheperd (take 2).mp3,0.03535022086034249,0.06897934,0.3253125,1243.1419068019254,1874.7155041610224,2643.509015062645,139.6748310810811
Tap Dancer's Blues,Duke Ellington,(1966) The Pianist,06/10,Jazz Piano,1966,173.0,Duke Ellington - 06 - Tap Dancer's Blues.mp3,0.040922182632304564,0.06376766,0.4314216,1315.2945707011868,1831.8987453514267,2934.6614211705446,147.65625
Keeping Yourself Warm,Dustkey,Liquicity Summer 2021,4,Electronic,2021,318.0,Dustkey - 04 - Keeping Yourself Warm.mp3,0.0395926366280476,0.23512538,0.5547792,1261.1602294166134,1528.6259878502274,2702.9482389751233,172.265625
Take It Easy,Eagles,(1972) Eagles,1/10,Rock,1972,213.0,Eagles - 01 - Take It Easy.mp3,0.06699836660095781,0.18901053,0.43120834,1828.5658800401534,2222.8386669551314,4174.335175032955,139.6748310810811
Witchy Woman,Eagles,(1972) Eagles,2/10,Rock,1972,252.0,Eagles - 02 - Witchy Woman.mp3,0.04960684289135062,0.1833171,0.38553652,1325.218220641816,1806.250027525168,2782.7873395323386,99.38401442307692
Chug All Night,Eagles,(1972) Eagles,3/10,Rock,1972,196.0,Eagles - 03 - Chug All Night.mp3,0.06471153235656928,0.21105811,0.43831772,1549.7573608329888,1895.3987031807685,3263.369850182312,139.6748310810811
Hollywood Waltz,Eagles,(1975) Eagles - One Of These Nights,3/9,Soft Rock,1975,241.0,Eagles - 03 - Hollywood Waltz.mp3,0.04057316735802051,0.055856984,0.46228245,1026.7551382726206,1384.7565458514662,2024.0210943546826,109.95678191489361
Lyin' Eyes,Eagles,(1975) Eagles - One Of These Nights,5/9,Soft Rock,1975,381.0,Eagles - 05 - Lyin' Eyes.mp3,0.039263840430292185,0.09318769,0.4611355,1064.149825364233,1427.4121461590048,2209.7262214211855,132.51201923076923
Sweet Georgia Brown,Earl Hines,(1934-1937) Chronological,04/25,Swing,1934,148.0,Earl Hines - 04 - Sweet Georgia Brown.mp3,0.07580037308920279,0.082245454,0.44683087,1059.910194927676,913.3153007921918,1968.6026794622558,215.33203125
After The Love Has Gone,"Earth, Wind & Fire ",Ultimate Soul Collection Soul 100 Hits CD3,2,Soul,2008,217.0,"Earth, Wind & Fire  - 02 - After The Love Has Gone.mp3",0.07242378730892028,0.097678654,0.4178194,1810.8705213613023,2101.8987147744942,4120.731332501391,132.51201923076923
Shape of You,Ed Sheeran,100 Greatest Modern Pop Songs,06,Pop,2020,234.0,Ed Sheeran - 06 - Shape of You.mp3,0.04919008426252902,0.31435925,0.37839887,1334.9620958774863,1683.446394962911,2818.301708115144,129.19921875
Third Degree (Original Mix),Eddie Boyd,"The Magic of Rhythm and Blues, Vol. 1",22,Blues,2021,196.0,Eddie Boyd - 22 - Third Degree (Original Mix).mp3,0.04903116610028057,0.13296431,0.3683481,1185.0791109389534,1429.6531111336267,2317.127655312742,143.5546875
Cello Concerto - III. Adagio,Edward Elgar,Elgar/Tchaikovsky: Cello Cto. & Rococo Variations,3/12,Classical,1990,304.0,Edward Elgar - 03 - Cello Concerto - III. Adagio.mp3,0.029096101459703948,0.01234001,0.30386811,670.0361392368884,1062.077906756933,1157.3117518941685,129.19921875
I'll Chase the Blues Away,Ella Fitzgerald,(1935-36) Ella Fitzgerald Complete,04/26,Swing,1935,165.0,Ella Fitzgerald - 04 - I'll Chase the Blues Away.mp3,0.04010057006458011,0.06320083,0.3612306,962.9944796589211,1484.299403177818,1727.4020546361019,156.60511363636363
"Love, You're Just a Laugh",Ella Fitzgerald,(1935-36) Ella Fitzgerald Complete,05/26,Swing,1936,183.0,"Ella Fitzgerald - 05 - Love, You're Just a Laugh.mp3",0.04243606236696981,0.057715904,0.32270327,1011.9280583004603,1419.8724753545591,1860.605415840267,114.84375
Ghost,Ella Henderson,100 Greatest Modern Pop Songs,33,Pop,2020,216.0,Ella Henderson - 33 - Ghost.mp3,0.07470230716669891,0.25849277,0.43767813,1707.4453572247144,1979.0650376724057,3685.321465365289,105.46875
